ID,Example_ID,Language_ID,Text_ID,Original_Primary_Text,Primary_Text,Analyzed_Word,Analyzed_Word_Morphemes,Gloss,Part_Of_Speech,Original_Translated_Text,Translated_Text,Comment,Pattern,Discontinuous,Intervening,Animacy,Type,Order,Argument,Role,Positions,Value,Particle,Genre,Source
r-personal-narrative-032,r-personal-narrative-032,aka,r-personal-narrative,,möröbanggong ji winnö wagïrö maing edaze'na yi'sak tugaik eji,möröbang-gong	ji	winö	**wagï-rö**	**maing**	eda-ze'na	yebï-zak	t-ka-ik	eji,,thereafter-Pl.Abs	Emph	from	good-Emph	word	hear-Purp	come-Perf	Adv-say-Prtcpl	be,N	Prtcl	P	N	N	Adv	Vi	?-Vi-Vder	Vi	,,So I thought I was coming to hear good words from people like those,*wagïrö maing*,Nmod N,False,,inan,N+N,Nmod N,False,p,"4,5",np,,personal-story,caesarDBakawaio
r-personal-narrative-043,r-personal-narrative-043,aka,r-personal-narrative,,paba enau kuru genïk eji'nïnggenak rö kenïk a'ai esh'pï mörau,paba	enau	kuru	genïk	eji'nïng-genak	rö	genïk	a'ai	eji-'pï	mörau,,father	in.hand	Emph	Mirative	love-one.who.has	Emph	Mirative	mother	be-Past	there,N	P	Prtcl	Prtcl	N	Prtcl	Prtcl	N	Vi	Adv	,,There was a mother who was loving and in the hands of the 'great father,*paba enau kuru genïk eji'nïnggenak rö kenïk a'ai* is one large NP,,,,,,,,,,part,kenïk,personal-story,caesarDBakawaio
r-personal-narrative-064,r-personal-narrative-064,aka,r-personal-narrative,,urö sa'ji zang be nïgubïnï,urö	sa'ji	sang	be	n-gubï-nï,,1Sg	Emph	mother	like	O.Nzr-do-Pres.Nzr,Pro	Prtcl	N	P	N	,,The one that I have made my mother,good example of possessive construction with *sa'ji*,,,,,,,,,,n,,personal-story,caesarDBakawaio
ra-eagle-story-001,ra-eagle-story-001,aka,ra-eagle-story,,"mïgï ganang pandong bek i'tuning amö ti'tuik pra rö? tu'ke rï'kwö rö, pandong bek i'tuning amö? wagïdong sa'ne bandomïigong te'seng",mïgï	kanang	pandong	bek	i'tu-ning	amö	t-i'tu-ik	bra	rö	tu'ke	rï'kwö	rö	pandong	bek	i'tu-ning	amö	wagï-dong	sa'ne	pandong-i-gong	t-eji-zeng,,this	again	story	QP	know-A.Nzr	2SgQ	Adv-know-Prtcpl	Neg	Emph	many	Dim	Emph	story	QP	know-A.Nzr	2SgQ	good-Pl	Emph	story-Psd-Pl.Psr	Adv-be-Abs.Nzr,Pro	Pro	N	Prtcl	N	Pro	?-Vt-Vder	Adv	Prtcl	Prtcl	Pro	Prtcl	N	Prtcl	N	Pro	N	Prtcl	N	N	,,"Do you know all types of stories, do you know many stories. We have wonderful stories",*wagïdon sa'ne bandomïigong*,,,,,,,,,,part,sa’ne,story,caesarDBakawaio
ra-eagle-story-008,ra-eagle-story-008,aka,ra-eagle-story,,"möra'tai ji emujimö e'pödï'pï sairö wïk po mörö ömujimö ege, kïrörö",möra'tai	ji	emujimö	eji-bödï-'pï	sairö	wïk	po	**mörö**	**ömujimö**	**ege**	kïrö-rö,,at.that.time	Emph	eagle	be-Iter-Past	here	mountain	on	that	eagle	big	3Sg.Anim-Cop?,Pro	Prtcl	N	Vi	Adv	N	P	Dem	N	N	Dem	,,"At that time there was an eagle here on the mountain, a big eagle that one",*mörö ömujimö ege*,DEM N Nmod,False,,anim,DEM+N,DEM N Nmod,False,s_nvp,"8,9,10",np,,story,caesarDBakawaio
ra-eagle-story-019,ra-eagle-story-019,aka,ra-eagle-story,,mïgï sa'ne ji tok u'ma'kabï kïrö torong ya tok u'madï ya engmingga'pï,mïgï	sa'ne	ji	tok	u'madï-gabï	**kïrö**	**torong**	ya	tok	u'madï	ya	engmingga-'pï,,this	Emph	Emph	3Pl	deplete-Cmpltv	3Sg.Anim	bird	Erg	3Pl	finish	Erg	make.think-Past,Pro	Prtcl	Prtcl	Pro	Vt	Pro	N	P	Pro	Vt	P	Vt	,,"The numbers of the people were depleting because the bird was finishing them off, this made him think",*kïrö torong*,DEM N ERG,False,,anim,DEM+N,DEM N,True,a,"6,7",np,,story,caesarDBakawaio
ra-eagle-story-022,ra-eagle-story-022,aka,ra-eagle-story,,"diurumï mörö kïrö piyang yebï a'tai kuru, wa'ka durumbödï'pï",i-turumï	mörö	**kïrö**	**piyang**	yebï	a'tai	kuru	wa'ka	turumï-bödï-'pï,,3-play	A.I.?	3Sg.Anim	hawk	come	when	Emph	axe	play-Iter-Past,Vi	?	Pro	N	Vi	Prtcl	Prtcl	N	Vi	,,"It played especially when the eagle was coming, the axe use to play",*kïrö piyang*,DEM N,False,,anim,DEM+N,DEM N,False,s,"3,4",np,,story,caesarDBakawaio
ra-eagle-story-032,ra-eagle-story-032,aka,ra-eagle-story,,höp! dioimabödïiya tamboro mörö wïktong amök yarekadaneiya tutötok i'tuiya bra ji mörau ta tok a,höp	i-toima-bödï-i-ya	tamboro	**mörö**	**wïk-dong**	amök	yareka-dane-i-ya	t-tö-dok	i'tu-i-ya	bra	ji	mörau	ta	tok	ya,,take.off	3-rotate-Iter-3-Erg	all	that	mountain-Pl	Pl	finish-while-3-Erg	3.Rfl-go-Nzr	know-3-Erg	Neg	Emph	there	say	3Pl	Erg,SW	Vt	Adv	Dem	N	Prtcl	Vt	N	Vt	Adv	Prtcl	Adv	Vt	Pro	P	,,"höp! He took him round and round all the mountains, but he did not know where he was going then, they say",*mörö wïkdong amök*,DEM N PART Vt,False,,inan,DEM+N,DEM N,True,p,"4,5",np,,story,caesarDBakawaio
ra-eagle-story-034,ra-eagle-story-034,aka,ra-eagle-story,,Eneboro'pï se wïk ezek Eneboro'pï,Eneboro'pï	**se**	**wïk**	ezek	Eneboro'pï,,Eneboro'pï	this	mountain	name	Eneboro'pï,N	Dem	N	N	N	,,The name of this mountain was Eneboro'pï,going by translation: [[this mountain]'s name],DEM N,False,,inan,DEM+N,DEM N,True,possr,"2,3",np,,story,caesarDBakawaio
ra-eagle-story-037,ra-eagle-story-037,aka,ra-eagle-story,,"möröbang ji wa'ka mïre ji dienau kïrö mïgï köik es'pï mörö, köik shi es'pï",möröbang	ji	wa'ka	mïre	ji	i-enau	kïrö	mïgï	köik	eji-'pï	mörö	köik	ji	eji-'pï,,thereafter	Emph	axe	child	Emph	3-in.hand	3Sg.Anim	Hes	old.man	be-Past	A.I.?	old.man	Emph	be-Past,N	Prtcl	N	N	Prtcl	P	Pro	Prtcl	N	Vi	?	N	Prtcl	Vi	,,"Then, the old man who was taken away by the eagle was holding on to the axe",What is going on here?,,,,,,,,,,?,,story,caesarDBakawaio
ra-eagle-story-038,ra-eagle-story-038,aka,ra-eagle-story,,möra'tai ji kïrö ji piyang abö'ka'sai'ya tabiri aranggasakak,möra'tai	ji	kïrö	ji	piyang	abö'kabï-zak-i-ya	t-abiri	arangga-zak-i-ya-k,,at.that.time	Emph	3Sg.Anim	Emph	hawk	tire-Perf-3-Erg	3.Rfl-wing	unfold-Perf-3-Erg-Style,Pro	Prtcl	Pro	Prtcl	N	Vi	N	Vt-TAM-Prs-Agr-?	,,"At that time, the tired giant hawk open up his wings",*kïrö ji piyan*,,,,,,,,,,part,,story,caesarDBakawaio
ra-kone-o-story-007,ra-kone-o-story-007,aka,ra-kone-o-story,,"e'tane, kone'o ezeru ege ne'pö'ang",e'tane	kone'o	ezeru	ege	n-eji-bödï-ang,,however	rabbit	ways	big	3S-be-Hab-Pres,Prtcl	N	N	N	Prs-V-Asp-TAM	,,"However, there are lots of stories about kone'o",'kone’o’s ways are big’,,,,,,,,,,n,,story,caesarDBakawaio
ra-kone-o-story-008,ra-kone-o-story-008,aka,ra-kone-o-story,,kone'o a mïgï mörö kabïi u'ma'sak a'tai ja'neng ingbö i'mozak gaza te'seng mö go,kone'o	ya	mïgï	**mörö**	**kabïi**	u'madï-zak	a'tai	sa'ne-ng	imbö	i'mo-zak	kaza	t-eji-zeng	mörö	ko,,rabbit	Erg	Hes	that	moon	deplete-Perf	when	Emph-Style	soury.nut	split-Perf	like	Adv-be-Abs.Nzr	that	Emph,N	P	Prtcl	Dem	N	Vt	Prtcl	Prtcl	N	Vt	P	N	Dem	Prtcl	,,"Kone'o did, do you know how the moon looks at month end, it looks like a a soury nut that is cut in half",Interesting verb?,DEM N Vt,False,,inan,DEM+N,DEM N,True,p,"4,5",np,,story,caesarDBakawaio
ra-kone-o-story-010,ra-kone-o-story-010,aka,ra-kone-o-story,,möra'tai ji kaiguze a eboro mörö kone'o ji eboroiya,möra'tai	ji	kaiguji	ya	eboro	**mörö**	**kone'o**	ji	eboro-i-ya,,at.that.time	Emph	jaguar	Erg	find	that	rabbit	Emph	find-3-Erg,Pro	Prtcl	N	P	Vt	Dem	N	Prtcl	Vt	,,At that time the tiger came along and found him doing this,,DEM N PART Vt,False,,hum,DEM+N,DEM N,True,p,"6,7",np,,story,caesarDBakawaio
ra-kone-o-story-015,ra-kone-o-story-015,aka,ra-kone-o-story,,nai ji da'pï kaiguji ya möröng.... tuna sak enbödïiya,nai	ji	ta-'pï	kaiguji	ya	mörö-ng	tuna	sa'ne	ene-bödï-i-ya,,where	Emph	say-Past	jaguar	Erg	A.I.?-Style	water	Emph	see-Hab-3-Erg,N	Prtcl	Vt	N	P	?-?	N	Prtcl	V-Asp-Prs-Agr	,,"Where is it the tiger asked, there.. he said while looking into the water",what is *möröng*?,,,,,,,,,,n,,story,caesarDBakawaio
ra-kone-o-story-022,ra-kone-o-story-022,aka,ra-kone-o-story,,möra'tai ji mïgï mörö kaiguji ya ji omba'pï gia'nö be imbö sa'ne ji öp.. öp.. haing... za,möra'tai	ji	mïgï	**mörö**	**kaiguji**	ya	ji	omba-'pï	gia'nö	pe	imbö	sa'ne	ji	öp	öp	haing	sa'ne,,at.that.time	Emph	Hes	that	jaguar	Erg	Emph	taste-Past	tasty	like	soury.nut	Emph	Emph	surpise	surpise	drama	Emph,Pro	Prtcl	Prtcl	Dem	N	P	Prtcl	Vt	N	P	N	Prtcl	Prtcl	SW	SW	SW	Prtcl	,,Then the tiger tasted the imbö nuts and they were very sweet,*mörö kaiguji ya*,DEM N ERG,False,,hum,DEM+N,DEM N,True,a,"4,5",np_arg,,story,caesarDBakawaio
ra-kone-o-story-028,ra-kone-o-story-028,aka,ra-kone-o-story,,"mörörö marö i'mobödïiya doh! i'moiya ning, ku i'moiya ning kïrö kone'o ya ganang",mörö-rö	marö	i'mo-bödï-i-ya	doh	i'mo-i-ya	ning	kuru	i'mo-i-ya	ning	**kïrö**	**kone'o**	ya	kanang,,that-Emph	also	split-Iter-3-Erg	break	split-3-Erg	Emph	Emph	split-3-Erg	Emph	3Sg.Anim	rabbit	Erg	again,Dem	Interj	Vt	SW	Vt	Prtcl	Prtcl	Vt	Prtcl	Pro	N	P	Pro	,,"He was again cracking/bursting up the same imbö nuts doh!(SSW), this was kone'o again cracking up these nuts",*kïrö kone'o ya*,DEM N ERG,False,,hum,DEM+N,DEM N,True,a,"10,11",np_arg,,story,caesarDBakawaio
ra-kone-o-story-030,ra-kone-o-story-030,aka,ra-kone-o-story,,e'tane kuru mïgï mörö kone'o a inggu'töbödï ji,e'tane	kuru	mïgï	**mörö**	**kone'o**	ya	inggu'tö-bödï	ji,,but	Emph	Hes	that	rabbit	Erg	fool-Hab	Emph,Prtcl	Prtcl	Prtcl	Dem	N	P	Vt	Prtcl	,,But it was during this time that kone'o was making him a fool,*mörö kone'o ya*,DEM N ERG,False,,hum,DEM+N,DEM N,True,a,"4,5",np_arg,,story,caesarDBakawaio
ra-kone-o-story-035,ra-kone-o-story-035,aka,ra-kone-o-story,,iwenairö genïk ji mörö diemu wenairö i'mobödïiya mörö doh!... doh! warau.. sebang sa'ne,i-wenai-rö	genïk	ji	**mörö**	**i-emu**	wenai-rö	i'mo-bödï-i-ya	mörö	doh	doh	warau	serö-be-ang	sa'ne,,3-close.to-Emph	specifically	Emph	that	3-testicles	close.to-Emph	split-Iter-3-Erg	A.I.?	break	break	open	this-Attr-Nzr	Emph,Prs-P-Prtcl	Prtcl	Prtcl	Dem	N	P	Vt	?	SW	SW	SW	N	Prtcl	,,"He was bursting up the nuts very close to his testicles doh! doh! warau! (it opened up) ""This is how it is done""",*mörö diemu wenairö*.,DEM N POSTP,False,,inan,DEM+N,DEM N,False,obl,"4,5",np_arg,,story,caesarDBakawaio
ra-kone-o-story-047,ra-kone-o-story-047,aka,ra-kone-o-story,,aanöuya zerö da'pï ji mïgï mörö iwarga bök chi kaiguze a aanöuya zerö,a-anö-u-ya	serö	ta-'pï	ji	mïgï	**mörö**	**iwarga**	pök	ji	kaiguji	ya	a-anö-u-ya	serö,,2-eat.meat-1-Erg	S.I.	say-Past	Emph	Hes	that	monkey	to	Emph	jaguar	Erg	2-eat.meat-1-Erg	S.I.,Vt	Prtcl	Vt	Prtcl	Prtcl	Dem	N	P	Prtcl	N	P	Vt	Prtcl	,,"I am going to eat you said the tiger to the monkey, I am going to eat you",*mörö iwarga pök*,DEM N POSTP PART,False,,hum,DEM+N,DEM N,False,obl,"6,7",np_arg,,story,caesarDBakawaio
ra-kone-o-story-069,ra-kone-o-story-069,aka,ra-kone-o-story,,möröbang ji se paga a'chijai'ya es'pï mörö wa,möröbang	ji	**serö**	**paga**	a'chi-zak-i-ya	eji-'pï	mörö	wa,,thereafter	Emph	this	cow	hold-Perf-3-Erg	be-Past	A.I.?Erg,N	Prtcl	Pro	N	Vt	Vi	?	P	,,"Then he (kone'o) held on to one of the rock cows, he was there",*se paga*,DEM N Vt,False,,inan,DEM+N,DEM N,True,p,"3,4",np_arg,,story,caesarDBakawaio
ra-kone-o-story-071,ra-kone-o-story-071,aka,ra-kone-o-story,,"nai awong anauya ta'pïya ji mörö, nai awong anauya",nai	yau-ng	anö	a-ya	ta-'pï-i-ya	ji	mörö	nai	yau-ng	anö	a-ya,,what	Loc-Nzr	eat.meat	2-Erg	say-Past-3-Erg	Emph	A.I.?	what	Loc-Nzr	eat.meat	2-Erg,N	N	Vt	P	Vt	Prtcl	?	N	N	Vt	P	,,"where does the meat you are eating come from, he said",another nominalized postposition,,,,,,,,,,n,,story,caesarDBakawaio
ra-kone-o-story-054,ra-kone-o-story-054,aka,ra-kone-o-story,,pïuu!.... monggi sa'ji eno'maiya sa'ji,pïuu	monggi	sa'ne	ji	eno'ma-i-ya	sa'ne	ji,,fly	monkey	Emph	Emph	throw-3-Erg	Emph	Emph,SW	N	Prtcl	Prtcl	Vt	Prtcl	Prtcl	,,"Pïuu!(SSW,sound made by the monkey travelling through the air) he threw the poor monkey",Good example of particles within VP,,,,,,,,,,n,,story,caesarDBakawaio
ra-personal-narrative-061,ra-personal-narrative-061,aka,ra-personal-narrative,,möra'tai ji serö kamrang,möra'tai	ji	**serö**	**kamrang**,,at.that.time	Emph	this	Kamarang,Pro	Prtcl	Pro	N	,,Then this kamarang,fragmentary,DEM N,False,,inan,DEM+N,DEM N,False,?,"3,4",np,,personal-story,caesarDBakawaio
ra-personal-narrative-062,ra-personal-narrative-062,aka,ra-personal-narrative,,"ya'mu gau urö endu'pï ji mörö, San Rafeal ta na'nek airö kuru se kamrang u'madï yau",y-a'mu	kau	urö	endu-'pï	ji	mörö	ta	nai-nek	airö	kuru	**serö**	**kamrang**	u'madï	yau,,3-source	in.water	1Sg	be.born-Past	Emph	A.I.?	say	3.be.Pres-Rel	near	Emph	this	Kamarang	finish	Loc,N	P	Pro	Vi	Prtcl	?	Vt	Vi-Rel	P	Prtcl	Pro	N	Vt	P	,,Within its source I was born in what is known as San Rafeal which is really within the source of the kamarang river,"Ambiguous: *u'madï* is nominalized *u'madï-*∅, the argument of *yau*. *serö* modifies either *kamrang* or *u'madï kamrang*.",DEM N,False,,inan,DEM+N,DEM N,False,obl,"11,12",np_arg,,personal-story,caesarDBakawaio
ra-personal-narrative-077,ra-personal-narrative-077,aka,ra-personal-narrative,,mörö bada'pï yak elda Kaskarang ye'pï mörö sungwa ji nya e'tane sairö,mörö	pada-'pï	yak	**elda**	**Kaskarang**	yebï-'pï	mörö	sungwa	ji	nya	eji-dane	sairö,,that	place-Past	into	Elder	Kaskarang	come-Past	that	far.away	Emph	1+3	be-while	here,Dem	N	P	N	N	Vi	Dem	Adv	Prtcl	Pro	Vi	Adv	,,Then to replace him elder Kaskarang came while we were somewhere around there,,Nmod N,False,,hum,N+N,Nmod N,False,s,"4,5",np,,personal-story,caesarDBakawaio
ra-personal-narrative-086,ra-personal-narrative-086,aka,ra-personal-narrative,,kaiwak mörawong chi'kö aneruba,kaiwak	mörau-ng	ji'kö	aneruba,,grasshopper.Sp	there-Nzr	from	grasshopper.Sp,N	N	P	N	,,kaiwak and aneruba,1) another nominalized postposition 2) what does it mean?,,,,,,,,,,n,,personal-story,caesarDBakawaio
ra-personal-narrative-091,ra-personal-narrative-091,aka,ra-personal-narrative,,"kiawök ning tok ezek, mörö ning kaiwak ning idezektong kamoro",kiawök	ning	tok	ezek	mörö	ning	kaiwak	ning	i-ezek-dong	kamoro,,akushy.ants	Emph	3Pl	name	that	Emph	grasshopper.Sp	Emph	3-name-Pl	3.Pl.Anim,N	Prtcl	Pro	N	Dem	Prtcl	N	Prtcl	N	Pro	,,"Those whose name is kiawok(akushy ants), those who are also known as kaiwak",we don’t know the structure of the second clause,,,,,,,,,,X,,personal-story,caesarDBakawaio
ra-personal-narrative-097,ra-personal-narrative-097,aka,ra-personal-narrative,,"sungwarönggong dö mörö nine, ten ya'tai tok dö wiinai, tumong ya'tai ta mö serö ji tumong a'tai e'nö, june month ya'tai",sungwarö-ng-gong	tö	mörö	a'tai	tok	tö	wïinai	tumong	a'tai	ta	mörö	zerö	ji	tumong	a'tai	eji-nnö	a'tai,,far.away-Nzr-Pl.Abs	go	A.I.?	when	3Pl	go	during.the.day	rainy.season	when	say	A.I.?	this	Emph	rainy.season	when	be-1+2S	while,N	Vi	?	Prtcl	Pro	Vi	Pro	N	Prtcl	Vt	?	Pro	Prtcl	N	Prtcl	Vi	Prtcl	,,"Those akushy ants over there would fly at nine, ten in the day, during the rainy season, we are now in the rainy season, it is June month",*zerö ji tumang*,,,,,,,,,,part,,personal-story,caesarDBakawaio
ra-personal-narrative-107,ra-personal-narrative-107,aka,ra-personal-narrative,,"waro'ma, kamo ji binimï be ji nene'sang waro'ma, mörawong ji'kö wek.. wek... wek.. kek",waro'ma	kamoro	ji	pinimï	pe	y-eji	n-ene-zang	waro'ma	mörau-ng	ji'kö	wek	wek	wek	wek,,frog.Sp	3.Pl.Anim	Emph	walk	like	3-be	O.Nzr-see-Pl.Nzr	frog.Sp	there-Nzr	from	Frog.sound	Frog.sound	Frog.sound	Frog.sound,N	Pro	Prtcl	Vi	P	Vi	N	N	N	P	SW	SW	SW	SW	,,"Those waro'ma frogs that I have seen while I was travelling, and those that say wek..wek..wek..kek","‘they are (while walking EMP) my seen ones, the frogs’",,,,,,,,,,n,,personal-story,caesarDBakawaio
ra-personal-narrative-109,ra-personal-narrative-109,aka,ra-personal-narrative,,"korowa'mi amök dieze'tong kamoro, a'tai hee.....",korowa'mi	amök	i-ezek-dong	kamoro	a'tai	hee,,frog.Sp	Pl	3-name-Pl	3.Pl.Anim	yes	groan,N	Prtcl	N	Pro	Prtcl	SW	,,"Those are called kora'mi, yes hee","""korowa'mis is their name them""?",,,,,,,,,,?,,personal-story,caesarDBakawaio
ra-personal-narrative-110,ra-personal-narrative-110,aka,ra-personal-narrative,,mörö anö tok a mörö kagorgok amök ya mörö ji waiga amök pe rönamo ji,mörö	anö	tok	ya	**mörö**	**Kako-gok**	amök	ya	mörö	ji	wai'ka	amök	be	rönamo	ji,,that	eat.meat	3Pl	Erg	that	Kako-tribe	Pl	Erg	that	Emph	Akawaio	Pl	like	uncrtn	Emph,Dem	Vt	Pro	P	Dem	N	Prtcl	P	Dem	Prtcl	N	Prtcl	P	Prtcl	Prtcl	,,The people from Kako (kagorgoks) eat those and maybe they do this as an Akawaio(wai'ka),*mörö kagorgok amök ya*,DEM N PART ERG,False,,hum,DEM+N,DEM N,True,a,"5,6",np_arg,,personal-story,caesarDBakawaio
ra-personal-narrative-114,ra-personal-narrative-114,aka,ra-personal-narrative,,"kamrang, kamrang taiya sa'ji, se kamrang ezek pe sa'ji se kamrang idezek kamrani ze",kamrang	kamrang	ta	i-ya	sa'ne	ji	serö	kamrang	ezek	be	sa'ne	ji	serö	kamrang	i-ezek	kamrani	serö,,Kamarang	Kamarang	say	3-Erg	Emph	Emph	this	Kamarang	name	like	Emph	Emph	this	Kamarang	3-name	Kamarang	this,N	N	Vt	P	Prtcl	Prtcl	Pro	N	N	P	Prtcl	Prtcl	Pro	N	N	N	Pro	,,"It is referring to kamarang, it is the name of this kamarang, kamrani river",what is going on with names and third person marking?,,,,,,,,,,?,,personal-story,caesarDBakawaio
ra-personal-narrative-117,ra-personal-narrative-117,aka,ra-personal-narrative,,kamrang be sa'ji se eji tuna ezek kamrang,kamrang	pe	sa'ne	ji	serö	eji	tuna	ezek	kamrang,,Kamarang	like	Emph	Emph	this	be	water	name	Kamarang,N	P	Prtcl	Prtcl	Pro	Vi	N	N	N	,,This river is called Kamrang,"Very likely two clauses, though interesting because of the absence of a comma.",,,,,,,,,,n,,personal-story,caesarDBakawaio
ra-personal-narrative-123,ra-personal-narrative-123,aka,ra-personal-narrative,,"kuguigok ta dok a mörö bök, tuna bök kuru um.. ïng!",ku'kui-gok	ta	tok	ya	mörö	pök	tuna	pök	kuru	um	ïng,,Ku'kui-tribe	say	3Pl	Erg	that	from	water	from	Emph	um	mmm,N	Vt	Pro	P	Dem	P	N	P	Prtcl	SW	?	,,"They say that is kukuigok(tribe from Kukui), because of the river",nice example of afterthought in akawaio,,,,,,,,,,n,,personal-story,caesarDBakawaio
ra-personal-narrative-126,ra-personal-narrative-126,aka,ra-personal-narrative,,kuguigok ta dok a anebra tuna ji eji mörö kugui be gwai ja'ne mörö kuguigok ta dok a,ku'kui-gok	ta	tok	ya	anebra	tuna	ji	eji	mörö	ku'kui	pe	u-ka-i	sa'ne	mörö	ku'kui-gok	ta	tok	ya,,Ku'kui-tribe	say	3Pl	Erg	because	water	Emph	be	that	Ku'kui	like	1-say-RPst	Emph	that	Ku'kui-tribe	say	3Pl	Erg,N	Vt	Pro	P	Pro	N	Prtcl	Vi	Dem	N	P	Vi	Prtcl	Dem	N	Vt	Pro	P	,,They call them tribe from Kukui(kukuigok)because the river is kukui I say,the second *mörö* may be A.I. or it may go with *kuguigok*,,,,,,,,,,X,,personal-story,caesarDBakawaio
ra-personal-narrative-133,ra-personal-narrative-133,aka,ra-personal-narrative,,yago da tok a rö kamoro maimu Agawaio amök sa'ji maimu,yagoro	ta	tok	ya	rö	kamoro	maimu	Akawaio	amök	sa'ne	ji	maimu,,brother.in.law	say	3Pl	Erg	Emph	3.Pl.Anim	language	Akawaio	Pl	Emph	Emph	language,N	Vt	Pro	P	Prtcl	Pro	N	N	Prtcl	Prtcl	Prtcl	N	,,Or they will say 'yago' which is the word Akawaios use,*kamoro* likely goes with *maimu*,,,,,,,,,,n,,personal-story,caesarDBakawaio
ra-personal-narrative-137,ra-personal-narrative-137,aka,ra-personal-narrative,,mörö ning wiik e'tane egamauya mörö mörö yago're,mörö	ning	wiik	e'tane	egama-u-ya	mörö	**mörö**	**yago're**,,that	Emph	while	however	tell-1-Erg	A.I.?	that	brother.in.law,Dem	Prtcl	Pro	Prtcl	Vt	?	Dem	N	,,"However, while this is so, I am telling you about yago're","*mörö yago’re*, object of verb? (i.e. no ‘you’)",DEM N,False,,hum,DEM+N,DEM N,False,p,"7,8",np,,personal-story,caesarDBakawaio
ra-personal-narrative-138,ra-personal-narrative-138,aka,ra-personal-narrative,,mörö yau rö yago're da dok a mörö turonggong ya rö mörau rö yago're ta dok ya rö tudombagong ezagï tok a,mörö	yau	rö	yago're	ta	tok	ya	mörö	turonnö-gong	ya	rö	mörau	rö	yago're	ta	tok	ya	rö	t-tomba-gong	ezagï	tok	ya,,that	Loc	Emph	brother.in.law	say	3Pl	Erg	Fut	another-Pl	Erg	Emph	there	Emph	brother.in.law	say	3Pl	Erg	Emph	3.Rfl-relative-Pl.Psr	name	3Pl	Erg,Dem	P	Prtcl	N	Vt	Pro	P	Prtcl	N	P	Prtcl	Adv	Prtcl	N	Vt	Pro	P	Prtcl	N	Vt	Pro	P	,,"Within there some others would say yago're, this is how they would call their relative",Interesting: *tok ya* and*turonnögong ya* are separated by postverbal *mörö*,,,,,,,,,,part,,personal-story,caesarDBakawaio
ra-personal-narrative-157,ra-personal-narrative-157,aka,ra-personal-narrative,,iwangbe tok eji tok enubaning bra tugaik serö yau maing eji mörö maing,iwang-be	tok	eji	tok	enuba-ning	bra	tugaik	serö	yau	maing	eji	mörö	maing,,hunger-Attr	3Pl	be	3Pl	teach-A.Nzr	Neg	like	this	Loc	word	be	that	word,A	Pro	Vi	Pro	N	Adv	P	Pro	P	N	Vi	Dem	N	,,There is word here that they are hungry and there is no one to teach them,*serö yau maing* ‘at this word’,,,,,,,,,,posp,,personal-story,caesarDBakawaio
ra-personal-narrative-166,ra-personal-narrative-166,aka,ra-personal-narrative,,serau rï'kwörö nai aigorkwö wan e'ka mang serau kwö aigo,serau	rï'kwö-rö	nai	**aigo**	rï'kwö	wan	**e'ka**	mang	serau	rï'kwö	aigo,,here	Dim-Emph	3.be.Pres	small	Dim	one	acres	3.be.Pres	here	Dim	small,Adv	Adv?-Prtcl	Vi	N	Pro	Prtcl	N	Vi	Adv	Pro	N	,,"Here , there is only a small one, it is one acre",*aigorkwö wan e'ka*,N PART NUM N,True,PART,inan,N+N,N NUM N,False,nvp,"4,7",np,rï’kwö,personal-story,caesarDBakawaio
ra-personal-narrative-190,ra-personal-narrative-190,aka,ra-personal-narrative,,"pagira, pöinggö, urana, aku kamorö a kuru mïgï mörö egi yögu",pagira	pöinggö	urana	agu	kamoro-rö	ya	kuru	mïgï	**mörö**	**egi**	ögu,,peccary	wild.hog	paca	agouti	3.Pl.Anim-Emph	Erg	Emph	Hes	that	cassava	eat.cassava,N	N	N	N	Pro	P	Prtcl	Prtcl	Dem	N	Vt	,,"The wild hog, the rodent urana, the aguti, these are the ones that eat the cassava",*mörö egi ögu*,DEM N Vt,False,,inan,DEM+N,DEM N,True,p,"9,10",np_arg,,personal-story,caesarDBakawaio
ra-personal-narrative-193,ra-personal-narrative-193,aka,ra-personal-narrative,,"serau ji tok eji mörö, kïrörörö urana a ögu mörö",serau	ji	tok	eji	mörö	**kïrö-rö-rö**	**urana**	ya	ögu	mörö,,here	Emph	3Pl	be	A.I.?	3Sg.Anim-Emph-Emph	paca	Erg	eat.cassava	A.I.?,Adv	Prtcl	Pro	Vi	?	Pro-Prtcl-Prtcl	N	P	Vt	?	,,"Here, they have the rodent urana, he eat the cassava",*kïrörörö urana ya*,DEM PART N ERG,True,PART,anim,DEM+N,DEM N,True,a,"6,7",np_arg,rö,personal-story,caesarDBakawaio
ra-personal-narrative-196,ra-personal-narrative-196,aka,ra-personal-narrative,,möröwenai aza'rö mïgï te'seng urö imainarï,mörö	wenai	aza'rö	mïgï	t-eji-zeng	urö	i-maina-ri,,that	because	two	Hes	Adv-be-Abs.Nzr	1Sg	3-farm-Psd,Dem	P	Prtcl	Prtcl	N	Pro	N	,,This is why I always have two farms,how is the numeral related to the farms? Spike: 'Because of that my farms (are) being two.',,,,,,,,,,n,,personal-story,caesarDBakawaio
