ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Part_Of_Speech,Source,Media_ID,Discont_NP,Syntactic_Role
ra-personal-narrative-193,aka,"serau ji tok eji mörö, kïrörörö urana a ögu mörö",serau	ji	tok	eji	mörö	kïrö-rö-rö	urana	ya	ögu	mörö,here	Emph	3Pl	be	A.I.?	3Sg.Anim-Emph-Emph	paca	Erg	eat.cassava	A.I.?,"Here, they have the rodent urana, he eat the cassava",,*kïrörörö urana ya*,Adv	Prtcl	Pro	Vi	?	Pro-Prtcl-Prtcl	N	P	Vt	?	…,caesarDBakawaio,,np_arg,
ra-personal-narrative-196,aka,möröwenai aza'rö mïgï te'seng urö imainarï,mörö	wenai	aza'rö	mïgï	t-eji-zeng	urö	i-maina-ri,that	because	two	Hes	Adv-be-Abs.Nzr	1Sg	3-farm-Psd,This is why I always have two farms,,how is the numeral related to the farms? Spike: 'Because of that my farms (are) being two.',Dem	P	Prtcl	Prtcl	N	Pro	N	…,caesarDBakawaio,,n,
ra-personal-narrative-200,aka,"serubö rö pömïi rö, pumpkin rubö rö pömïuya",serö	rubö	rö	pïmïi	rö	rubö	rö	pömï-u-ya,this	like	Emph	pepper	Emph	like	Emph	plant-1-Erg,Because I plant things like pepper and pumpkin,,what is the argument of *pömïuya*?,Pro	P	Prtcl	N	Prtcl	P	Prtcl	Vt	…,caesarDBakawaio,,?,
ra-personal-narrative-204,aka,pïzamo koroba bong warawok nongga'pïiya temari'ma dïbo rö,pïzamo	koroba	po-ng	warawok	nongga-'pï-i-ya	t-emari'ma	tïbo	rö,these.Anim	Koroba	Loc-Nzr	boy	leave-Past-3-Erg	3.Rfl-get.married	after	Emph,She left this man from Koroba after marrying him,,a four-word NP,Pro	N	N	N	Vt	Vi	Adv	Prtcl	…,caesarDBakawaio,,y,
ra-personal-narrative-208,aka,tri gaijarö imunggö amök ennaga'sak tugaik etauya,tri	gaijarö	mung-gö	amök	enna-gabï-zak	tugaik	eda-u-ya,three	in.number	nest-Imper	Pl	nose-Cmpltv-Perf	like	hear-1-Erg,I have heard that she has three children,,What is *enna*? (I’m pretty sure it’s not ‘nose’),Prtcl	Adv	N	Prtcl	N	P	Vt	…,caesarDBakawaio,,np_arg,
ra-personal-narrative-218,aka,udö ze Agast a'tai dö ze dabök kaji be rö gio'mamï Sintia mörau gio'mamï mörö,u-tö	serö	Agast	a'tai	tö	serö	ta-bök	kaji	pe	rö	i-ko'mamï	Sintia	mörau	i-ko'mamï	mörö,1-go	this	August	when	go	S.I.	say-Prog	lie	like	Emph	3-live	Cynthia	there	3-live	A.I.?,She keep saying she will be coming in August and this is a lie. That is Cyntia and that is how she is living,,,Vi	Pro	N	Prtcl	Vi	Prtcl	Vt	N	P	Prtcl	Vi	N	Adv	Vi	?	…,caesarDBakawaio,,np,
ra-personal-narrative-225,aka,möröwenai mïgï zerö pogoi bök eji,mörö	wenai	mïgï	serö	pogoi	pök	eji,that	because	Hes	this	sadness	from	be,That is why I am suffering from saddness,,*serö pogoi pök*,Dem	P	Prtcl	Pro	N	P	Vi	…,caesarDBakawaio,,np_arg,
ra-personal-narrative-238,aka,mörö mïgï biri'ning be ah... mïgï ya pasta ya diegare egama,mörö	mïgï	pirigï-ning	pe	ah	mïgï	ya	pasta	ya	i-egare	egama,that	Hes	add.more-A.Nzr	like	ah	this	Erg	Pastor	Erg	3-sermon	tell,To add to this (HES) the pastor preached a sermon,,*mïgï ya pasta ya*!,Dem	Prtcl	N	P	Interj	Pro	P	N	P	N	Vt	…,caesarDBakawaio,,np,
ra-personal-narrative-243,aka,serö rögeng jo'chi dak döngbök ejing... tok a'körö geng ji,serö	rögeng	jo'chi	tak	tö-nöbök	eji-ng	tok	a'körö	keng	ji,this	only	church	into	go-Prog	be-Style	3Pl	Instr	doubt	Emph,Only now I am going to church with them,,example of *serö* meaning 'now',Pro	Prtcl	N	P	Vi	Vi	Pro	P	Prtcl	Prtcl	…,caesarDBakawaio,,n,
ra-personal-narrative-246,aka,seröbe tri gaijarö mö agï'sau'ya mörö sungwa,serö-be	tri	gaijarö	mö	agïdï-zak-u-ya	mörö	sungwa,this-Attr	three	in.number	farm	cut-Perf-1-Erg	A.I.?	far.away,Presently I have cut down three farms over there,,*tri gaijarö mö*,A	Prtcl	Adv	N	Vt	?	Adv	…,caesarDBakawaio,,np_arg,
ra-personal-narrative-251,aka,"kane kïrö mïre aröuwa ba ganang dö ya'körö, janek mïre",kane	kïrö	mïre	arö-u-wa	pa	kanang	tö	y-a'körö	janek	mïre,no	3Sg.Anim	child	carry-1-Erg	grandchild	again	go	1-Assoc	Janet	child,"No, I am carrying my child, my grandchild is going with me, Janet's child",,*kïrö mïre aröuwa*,?	Pro	N	Vt	N	Pro	Vi	P	N	N	…,caesarDBakawaio,,np_arg,
ra-personal-narrative-262,aka,möröwenai ko'mamï dauya mö tigingnö biada bra go'mamï,mörö	wenai	ko'mamï	ta-u-ya	mörö	tiginnö	i-pada	bra	ko'mamï,that	because	live	say-1-Erg	A.I.?	one	3-place	Neg	live,That is why I live without one place of abode,,'without one place of abode',Dem	P	Vi	Vt	?	Prtcl	N	Adv	Vi	…,caesarDBakawaio,,np,
ra-personal-narrative-263,aka,möröwenai mörö ji köik amök go'mangbödï'pï sa'ne ji prarö ji tauya mö se au ji zemo'kazak ke,mörö	wenai	mörö	ji	köik	amök	ko'mamï-bödï-'pï	sa'ne	ji	bra-rö	y-eji	ta-u-ya	mörö	serö	yau	ji	semo'ka-zak	ke,that	because	that	Emph	old.man	Pl	live-Iter-Past	Emph	Emph	Neg-Emph	3-be	say-1-Erg	that	this	Loc	Emph	grow.up-Perf	Instr,"That is why I say that the old customs of the old men is non existent, because I grew up here",,,Dem	P	Dem	Prtcl	N	Prtcl	Vi	Prtcl	Prtcl	Prtcl	Vi	Vt	Dem	Pro	P	Prtcl	Vi	P	…,caesarDBakawaio,,np,
ra-personal-narrative-280,aka,"go'mannödok i'tuya bra rö jibök tauya mörö, mörö ning zemo'ka'pï au rögeng i'tuuya",ko'mamï-nö-dok	i'tu-u-ya	bra	rö	eji-bök	ta-u-ya	mörö	mörö	ning	semo'ka-'pï	yau	rögeng	i'tu-u-ya,live-Inf-Nzr	know-1-Erg	Neg	Emph	be-Prog	say-1-Erg	A.I.?	that	Emph	grow.up-Past	Loc	only	know-1-Erg,"I do not know the culture, I only know the one I grew up in",,*mörö ning zemo'ka'pï au* 'the one I grew up in' 1) nice long NP 2) what is the argument of 'know'? ,N	Vt	Adv	Prtcl	Vi	Vt	?	Dem	Prtcl	Vi	P	Prtcl	Vt	…,caesarDBakawaio,,np_arg,
ra-piya-ma-story-009,aka,"mïre amök mo'kabödï'pï iyaang, tri for gaijarö mïre amök arö iya.",mïre	amök	mo'ka-pödï-'pï	i-ya-ng	tri	for	gaijarö	mïre	amök	arö	i-ya,child	Pl	take.away-Iter-Past	3-Erg-Style	three	four	in.number	child	Pl	carry	3-Erg,"He use to take away the children, sometimes three and four in number, he will take them away",,*tri for gaijarö mïre amök*,N	Prtcl	Vt	Prs-P-?	Prtcl	Prtcl	Adv	N	Prtcl	Vt	P	…,caesarDBakawaio,,np_arg,
ra-piya-ma-story-021,aka, tu gaijaronggong es'pï mörö boisamök azak tok a ji piyai'ma a ji.,…	tu	gaijarö-ng-gong	eji-'pï	mörö	bois	amök	arö-zak	tok	ya	ji	piyai'ma	ya	ji,…	two	in.number-Nzr-Pl	be-Past	that	boys	Pl	carry-Perf	3Pl	Erg	Emph	giant	Erg	Emph,There were two boys who the piyai'ma had taken there,,"1) *tru gaijarongong es'pi mörö boisamök* with a V in between , 2) *tok a* and then *piyai'ma a*?",…	Prtcl	N	Vi	Dem	N	Prtcl	Vt	Pro	P	Prtcl	N	P	Prtcl	…,caesarDBakawaio,,y,
ra-piya-ma-story-023,aka,kayuni gak dö zerö konoik pök ta iya piyai'ma a tïno'pï bök.,kayuni	gak	tö	zerö	konoik	bök	ta	i-ya	piyai'ma	ya	tï-no'pï	bök,Kuyuni	into.liq	go	this	fishhook	WRT	say	3-Erg	giant	Erg	3Rfl-wife	to,I am going to the Kuyuni river to do some fishing' This is what piyai'ma said to his wife,,afterthought,N	P	Vi	Pro	N	P	Vt	P	N	P	N	P	…,caesarDBakawaio,,n,
ra-piya-ma-story-032,aka,"ö'rö, pïze a wöng möröwenai pöröu gonegazak tok a es'pï, tok pïre, pöröu.",ö'rö	pïze	ya	wönö	mörö	wenai	pöröu	gonega-zak	tok	ya	eji-'pï	tok	pïre	pöröu,what	this.Anim	Erg	kill	that	because	arrow	make-Perf	3Pl	Erg	be-Past	3Pl	arrow	arrow,"""What? this one will kill us!"" For this reason, they had made an arrow, their arrow, an arrow.",,is *pïze a wöng* a normal way of saying 'this one will kill us'?,N	Pro	P	Vt	Dem	P	N	Vt	Pro	P	Vi	Pro	N	N	…,caesarDBakawaio,,n,
ra-piya-ma-story-038,aka,ah. inggebra. inggebra woroik! tïbïre a'körö ji mörö mo'ka'pï kïrörö a mörö,ah	ingge	bra	ingge	bra	woroik	tï-pïre	a'körö	ji	mörö	mo'ka-'pï	kïrö-rö	ya	mörö,ah	slowly	Neg	slowly	Neg	take.out	3Rfl-arrow	Instr	Emph	that	take.out-Past	3Sg.Anim-Emph	Erg	A.I.?,she took out her arrow woroik!(SSW) and with it the charm,,Spike: [*tïbïre a'körö*] *ji* [[*mörö*] *mo’ka’pï*],Interj	Adv	Adv	Adv	Adv	SW	N	P	Prtcl	Dem	Vt	Pro	P	?	…,caesarDBakawaio,,n,
ra-piya-ma-story-041,aka,"möröbang ji mïgï mörö tïbïre a'körö se konegazai'ya es'pï, yöi bök diebu shi, sairong bök diebu shi",möröbang	ji	mïgï	mörö	tï-pïre	a'körö	se	konega-zak	i-ya	eji-'pï	yöi	bök	i-ebu	ji	sairong	bök	i-ebu	ji,thereafter	Emph	Hes	that	3Rfl-arrow	Instr	this	make-Perf	3-Erg	be-Past	stick	on	3-handle	Emph	around.here	on	3-handle	Emph,"Then she had made the charm that was placed onto a stick with a handle, it attached to the handle",,Spike: [[*mörö tïbïre*] *a'körö*] [*se konegazai'ya*] '[with [that arrow]] [she (had) made this]’,N	Prtcl	Prtcl	Dem	N	P	Dem	Vt	P	Vi	N	P	N	Prtcl	N	P	N	Prtcl	…,caesarDBakawaio,,np_arg,
ra-piya-ma-story-051,aka,"ege ji ka'pong amök kenïk kuibabö'tok au öinö es'pï mörö kuzang be, öinö",ege	ji	ka'pong	amök	kenïk	guibö-bödï-dok	yau	öinö	eji-'pï	mörö	kuzang	be	öinö,big	Emph	person	Pl	Purp	cook-Iter-Nzr	Loc	pot	be-Past	that	long	like	pot,Now there was an elongated pot there for cooking humans,,don’t know how to analyze this,N	Prtcl	N	Prtcl	P?	N	P	N	Vi	Dem	N	P	N	…,caesarDBakawaio,,?,
ra-piya-ma-story-055,aka,warawïdï'shi amök sa'ji moi a'tazak i'tuiya,warawïdï'shi	amök	sa'ne	ji	moi	a'ta-zak	i'tu	i-ya,boys	Pl	Emph	Emph	pubic.hair	grow-Perf	know	3-Erg,He was predicting that the boys pubic hair had grown,,good example of *amök sa'ne ji* within possessive NP,N	Prtcl	Prtcl	Prtcl	N	Vi	Vt	P	…,caesarDBakawaio,,n,
convwho-010,mak,Aakene... tumjune'da awa'deuwüdü e'nei iyö adödawö öuwö.,aakene	tumjune'da	a-w-a'deuwü-dü	e'nei	iyö	0-adö-dawö	a-uwö,como	fuertemente	2S-INTR-hablar-NZR.1	a_pesar_de	DEMin	3O-llevar-CONSEC	2-ERG,Este... de la misma manera que tu hablas duro cuando te la llevas (te llevas a alguien a la casa).,,,interr	ad	n	pp	pro	adv	posp	…,caceresDByekwana,,np,
convwho-012,mak,¡Aaa! möönü judumatommaane kaawede küüdüa yawö ¿möönü toonimmaane yawö?,aaa	möönü	judume-ato-mma-:ne	kaawede	k^-üdü-a	yaawö	möönü	tooni-mma-:ne	yaawö,ah	DEM3in	negro-NZR.5-EXCL-INTENS	cable	1+2/3-poner-NPST	entonces	DEM3in	uno-solamente-INTS	entonces,¡Ah! ¿sólo vamos a poner el cable negro?,,*möönü judumatommaane kaawede*,interj	pro	ad	n	v	ptc	pro	num-ptc-ptc	ptc	…,caceresDByekwana,,np,
convwho-028,mak,¿Chööwa'köto ka womjiiyu menejö amödö?,chö-wa'kö-ato	ka	womjiiyu	m-enejü-i	amödö,3-igual-NZR.5	QP	bombillo	2/3-traer-PRP	2s,¿ Trajiste bombillos que le sirven?,,,n	interr	n	v.t.	pro	…,caceresDByekwana,,part,
convwho-031,mak,Cuatroje tü womjiiyu nña nenejüdü na'janne ¿yööje'kene?,cuatro=je	tü	womjiiyu	nña	n-enejü-dü	n-a'ja-aanö-de	yööje-'kene,cuatro=ATRB	INTENS	bombillo	1+3	SHR-traer-NZR.1	3S-COP-PRI-INTENS	así-CONFIRM?,Trajimos cuatro bombillos ¿verdad?,,,adv	ad	ptc	n	pro	n	pers-v.i.a-TAM-suf.ad	adv	…,caceresDByekwana,,part,
convwho-051,mak,"Ekamma'jokö eduwa mö'dö, José eduwa.",0-ekamma'jo-kö	eduwa	mö'dö	José	eduwa,3O-preguntar-IMP	ahora	DEM1an	José	ahora,pregúntale a José ahora,,elaboration pattern,v.t.	ad	pro	n	ad	…,caceresDByekwana,,n,
convwho-058,mak,"Se'koto'kö cablemmödö a'ke naawü, edö tüdütojo.",se'kö-ato-'kö	cable	mödö	a'ke	na	ewü	edö	t-üdü-tojo,pequeño-NZR.5-DIM	cable	DEM2in	nada	3.COP	1SG	DEM1in	3O-hacer-INSTR,"a mi me falta un cable chiquito, para hacer esto",,,ad	n	pro	ad	v.i.a	pro	pro	n	…,caceresDByekwana,,np,
ctoabjpic-003,mak,"Yo'jüdüje küna'jaakö tüwü, akudi...",i-wo'jüdü-0=je	kün-a'ja-aakö	tüwü	akudi,3-suegra-POSS.3=ATRB	3S.PAS-COP-PDI	3.SG	picure,La picure era como su suegra.,,afterthought,n	ad	v.i.a	pro	n	…,caceresDByekwana,ctoabjpic-003,n,
ctoabjpic-008,mak,aakömma wanö... kiyede munu kunu'kwai.,aakö-mma	wanö	kiyede	munu-0	kün-u'ka-i,dos-EXCL	abeja	yuca	tubérculo-POSS.3	3/3.PAS-sacar-PAS,La abeja sacó dos tuberculos de yuca.,,"afterthought-ish, but the number is not repeated",num-ptc	n	n	n	v.t.	…,caceresDByekwana,ctoabjpic-008,y,
ctoabjpic-016,mak,"Tüwü küntömö yaawö ñöödö, akudi küntömö unwa.",tüwü	kün-tö(mö)-i	yaawö	ñöödö	akudi	kün-tö(mö)-i	unwaa,3.SG	3S.PAS-ir-PRP	entonces	DEMan	picure	3S.PAS-ir-PRP	por_allá.2,"Ella se fue, aquella, la picure se fue por allá.",,"1) elaboration pattern, 2) how are *tüwü* and *ñöödö* related? Note that the original transcription says *tüwü küntömö yaawö, ñöödö akudi küntömö unwa*, which clearly does not match the audio!",pro	v.i.a	ptc	pro	n	v.i.a	deict	…,caceresDByekwana,ctoabjpic-016,y,
ctoabjpic-020,mak,"Iyö yumunu'kö ya'me yaawö, künö'düi yaawö inña.",iyö	y-munu-0-'kö	ya'me	yaawö	kün-ö'dü-i	yaawö	inña,DEMin	3-tubérculo-POSS.3-DIM	consigo	entonces	3S.PAS-ponerse-PRP	entonces	allá,"Con ese tuberculo, la dejó allá.",,,pro	n	pp	ptc	v.i.a	ptc	deict	…,caceresDByekwana,ctoabjpic-020,np,
ctoabjpic-025,mak,"Chöötü küna'jaakö tüwü... akudi etü, ""Manawa"".",chö-ötü-0	kün-a'ja-aakö	tüwü	akudi	e-ötü-0	Manawa,3-nombre-POSS.3	3.PAS-COP-PDI	3.SG	picure	REL-nombre-POSS.3	Manawa,"El nombre del picure era ""Manawa"".",,treating *tüwü* as a false start,n	v.i.a	pro	n	n	n	…,caceresDByekwana,ctoabjpic-025,n,
ctoabjpic-027,mak,"Tüw- tüwü wanö etü küna'jaakö yaawö, Tajööju.",***-tüwü	wanö	e-ötü-0	kün-a'ja-aakö	yaawö	Tajööju,***-3.SG	abeja	REL-nombre-POSS.3	3.PAS-COP-PDI	entonces	Tajööju,El nombre de la abeja era Tajööju.,,,***-pro	n	n	v.i.a	ptc	n	…,caceresDByekwana,ctoabjpic-027,np,
ctoabjpic-007,mak,"inña, a'ye xxx küntömö, küntööjö'aakö tüwü, wanö.",inña	a'ye	xxx	kün-ütö(mö)-i	kün-ütö(mö)-jötü-aakö	tüwü	wanö,allá	breve	xxx	3S.DIS-ir-PRP	3S.DIS-ir-PLAC-PDI	3.SG	abeja,"Por allá, ella la abeja fue enseguida.",,afterthought,deict	ad	xxx	v.i.a	pers-v.i.a-TAM-TAM	pro	n	…,caceresDByekwana,ctoabjpic-007,n,
ctoabjpic-032,mak,"Yaawö künö'düi tüwü, akudi.",yaawö	kün-ö'dü-i	tüwü	akudi,entonces	3S.PAS-llegar-PRP	3.SG	picure,Ahí llegó ella la picure.,,afterthought,ptc	v.i.a	pro	n	…,caceresDByekwana,ctoabjpic-032,n,
ctoabjpic-035,mak,Aakö tünküi künenüntöi iyö.,aakö	tünküi	kün-enüntö-i	iyö,dos	sebucán	3/3.PAS-llenar_sebucán-PRP	DEMin,Lo puso en dos sebucanes.,,*aakö tünküi*,num	n	v.t.	pro	…,caceresDByekwana,ctoabjpic-035,np_arg,
ctoabjpic-036,mak,Kusshi künnüi chenña tüwümmaja yaawö. Wanömmaja.,kusshi	kün-üdü-i	de'a	tüwü=mmaja	yaawö	wanö=mmaja,bebida_kusshi	3/3.PAS-hacer-PRP	REIT	3.SG=también	entonces	abeja=también,"Ya había hecho la bebida (kushi) ella misma, la abeja misma.",,elaboration pattern,n	v.t.	ptc	pro	ptc	ptc	n	ptc	…,caceresDByekwana,ctoabjpic-036,n,
ctoabjpic-038,mak,Iyö... yentatütojo addödömmaja yaawö...,iyö	i-w-entatü'-tojo	addödö=mmaja	yaawö,DEMin	3S-INTR-enjuagar_boca-INSTR	aparte=también	entonces,Eso... el enjuague para la boca estaba aparte...,,,pro	n	ad	ptc	ptc	…,caceresDByekwana,ctoabjpic-038,np,
ctoabjpic-051,mak,"""Edö owoküdü wanñö'nöi"" ke.",edö	o-wokü-dü	0-wanñö'nö-i	ke,DEM1in	2-bebida-POSS.1	1-tía-POSS.2	QUOT,"""Suegra, toma tu bebida"".",,,pro	n	n	ptc	…,caceresDByekwana,ctoabjpic-051,np,
ctoabjpic-055,mak,"""Edööne iyö owoküdü yaawö eese naadüüne"".",edö-:ne	iyö	o-wokü-dü	yaawö	eese	na=dü-:ne,DEM1in-INTENS	DEMin	2-bebida-POSS.1	entonces	por_acá	3.COP=REL-INTENS,"""Esta si es tu bebida, la que está de este lado.""",,,pro	pro	n	ptc	deict	COP=ptc-ptc	…,caceresDByekwana,ctoabjpic-055,np,
ctoabjpic-057,mak,Yawööne iyö yooküdü kuntui yaawö.,yaawö-:ne	iyö	i-wokü-dü	kün-uttu-i	yaawö,entonces-INTENS	DEMin	3-bebida-POSS.1	3/3.PAS-dar-PRP	entonces,Ahí sí le dió su bebida.,,*iyö yooküdü*,ptc	pro	n	v.t.	ptc	…,caceresDByekwana,ctoabjpic-057,np_arg,
ctoabjpic-067,mak,yööje künö'düaakö ñöödö tinñouwö yaawö:,yööje	kün-ö'dü-aakö	ñöödö	t-inño-0	uwö	yaawö,así	3.PAS-decir-PDI	DEMan	3.REFL-esposo-POSS.3	DAT	entonces,le dijo así a su esposo:,,"*ñöödö* could be 'she', or it could belong to *tinñouwö*",ad	v.i.a	pro	n	posp	ptc	…,caceresDByekwana,ctoabjpic-067,n,
ctoabjpic-078,mak,Mödöje mö'dö wanö küntömö yaawö.,mödöje	mö'dö	wanö	kün-tö(mö)-i	yaawö,así	DEM1an	abeja	3.PAS-ir-PRP	entonces,Así se fue la abeja.,,,ad	pro	n	v.i.a	ptc	…,caceresDByekwana,ctoabjpic-078,np,
ctoabjpic-088,mak,¿Wodi mö'dö wanö yaawö?,wodi	mö'dö	wanö	yaawö,mujer	DEM1an	abeja	entonces,¿La abeja es una mujer?,,,n	pro	n	ptc	…,caceresDByekwana,ctoabjpic-088,np,
ctoabjpic-089,mak,Wodi mö'dö wanö.,wodi	mö'dö	wanö,mujer	DEM1an	abeja,La abeja es una mujer.,,,n	pro	n	…,caceresDByekwana,ctoabjpic-089,np,
ctoabjpic-090,mak,¿Yööje yeijökkö kaado iyö yooküdü nai?,yööje	i-w-ei	jökkö	kaado	iyö	i-wokü-dü	na-i,así	3S-INTR-COP	porque	rico	DEMin	3-bebida-POSS.1	3.COP-INTER,¿Es por eso que su bebida (miel) es rica?,,,ad	v.i.a	pp	ad	pro	n	v.i.a	…,caceresDByekwana,ctoabjpic-090,np,
ctoabjpic-094,mak,"Ee, wodije tüwü küna'jaakö wanö.",ee	wodi=je	tüwü	kün-a'ja-aakö	wanö,sí	mujer=ATRB	3.SG	3.PAS-COP-PDI	abeja,"Sí, ella la abeja era una mujer",,,ptc	adv	pro	v.i.a	n	…,caceresDByekwana,ctoabjpic-094,y,
convchur-008,mak,"Tüjüdatai ejodütojoje, tüjüdatai ejodütojoje mödö yawö",t-jüdata-i	0-ejodü-tojo=je	t-jüdata-i	0-ejodü-tojo=je	mödö	yaawö,3.REFL-plata-POSS.2	3O-conseguir-INSTR=ATRB	3.REFL-plata-POSS.2	3O-conseguir-INSTR=ATRB	DEM2in	entonces,"para conseguirse su plata, para conseguirse su plata",,,n	n	ad	adv	n	ad	pro	ptc	…,caceresDByekwana,,y,
convchur-009,mak,"aneija mödöje yadanawi chü'tajötüdü na, yadanawi mödöjemmödö",aneija	mödöje	yadanawi	i-tü'tajötü-dü	na	yadanawi	mödöje	mödö,otro	así	no_indígena	INTR.C-pensar-NZR.1	3.COP	no_indígena	así	DEM2in,"otros criollos piensan así, el criollo es así",,"1) *aneija ... yadanawi*, 2) yadanawi ... mödö",n	ad	n	n	v.i.a	n	ad	pro	…,caceresDByekwana,,y,
convchur-011,mak,"aneija keene aasicha ke chü'tajötüdü na mööyö daane, Nalúa küna'jaakö",aneija	keene	aasicha	ke	i-tü'tajötü-dü	na	mööyö	daane	Nalúa	kün-a'ja-aakö,otro	CONTR	bueno	QUOT	3S-pensar-NZR.1	3.COP	DEM2an	INCERT	Nalúa	3.PAS-COP-PDI,Otros son buenos pensadores como por ejemplo como era Nalúa,,what does *mööyö* refer to? Audio says: missing material,n	ptc	ad	ptc	n	v.i.a	pro	ptc	n	v.i.a	…,caceresDByekwana,convchur-011,?,
convchur-020,mak,"Nadua aiño mö'dö yawö, mö'döakkö awa'deene künoojodüicho",Nadua	ai-no	mö'dö	yaawö	mö'dö	akkö	awa'de-:ne	kün-oojodü-i=to,Nalúa	a_través-NZR.PP	DEMan	entonces	DEMan	con	primero-INTENS	3.PAS-encontrarse-PRP	COLL,"fue a través de Nalúa, es con ella que se encontraron primero",,,n	pp-suf.pp	pro	ptc	pro	pp	adv	pers-v.i.r-tns	ptc	…,caceresDByekwana,,posp,
convchur-023,mak,"Kuyujaani künekammai tüwü ñöödö Nadua yawö, ""kannojoinñe wüdüneewü"" ke.",Kuyujaani	kün-ekamma-i	tüwü	ñöödö	Nadua	yaawö	kanno-joi-nñe	w-üdü-ne	ewü	ke,Kuyujaani	3.PAS-informar-PRP	3.SG	DEMan	Nalúa	entonces	DEM1an.PL-a_través-PL	INTR-hacer-PDP	1SG	QUOT,"Nalúa le recomendó Kuyujani ""A través de ellos yo lo hice""",,,n	v.t.	pro	pro	n	ptc	pro-pp-suf.ad	v.t.	pro	ptc	…,caceresDByekwana,,y,
convchur-027,mak,"össano ka atamudu küna'jaakö ke, mödö küna'jaakö Nadua, mödö chöötü antropología",össha-no	ka	a-tamu-dü	kün-a'ja-aakö	ke	mödö	kün-a'ja-aakö	Nadua	mödö	chö-ötü-0	antropología,dónde-de	QP	2-abuelo-POSS.1	3.PAS-COP-PDI	QUOT	DEM2in	3.PAS-COP-PDI	Nalúa	DEM2in	3-nombre-POSS.3	antropología,"!""¿Quién era tu abuelo?"" hacía [decía] Nalúa, el nombre de eso es antropología",,'that's what nadua said',interr-pp	interr	n	v.i.a	ptc	pro	v.i.a	n	pro	n	n	…,caceresDByekwana,,n,
convchur-028,mak,"mööyö keene eduwa a'deujokkono dö'ja, ye'kwana a'deddu, mödö wa'dennö mödö",mööyö	keene	eduwa	a'deu	jökkö-no	dö'ja	ye'kwana	a'deu-dü	mödö	w-a'deu-nö	mödö,DEM	CONTR	ahora	palabra	sobre-de	turno	ye'kwana	palabra-POSS	DEMin	INTR-hablar-INTR	DEMin,"Ahora esta es sobre el habla, la lengua ye'kwana, nuestro hablar",,,pro	ptc	ad	n	posp	???	n	n	pro	pref.v-v.intr.o-suf.v	pro	…,caceresDByekwana,,np_dd,
convchur-029,mak,"mödö tü wa'dennö mödööne, ka'de'jö'atodü",mödö	tü	w-a'deuwü-nö	mödö-:ne	k-a'deuwü-jötü-a=to=dü,DEM2in	INTENS	INTR-hablar-INTR	DEM2in-INTENS	1+2S-hablar-ITER-NPST=COLL=REL,"sólo sobre el idioma, nuestra conversación",,,pro	ptc	n	pro	pers-v.i.o-TAM-suf.v=ptc=ptc	…,caceresDByekwana,,np_dd,
convchur-032,mak,"mödö iyö yawö a'deu, mödö mö'dö najenkadenña ö'wasa'kö ka aya'deddukomo nai ke",mödö	iyö	yaawö	a'deu	mödö	mö'dö	n-ajenka-a	de'a	ö'washa'kö	ka	a-a'deu-dü=komo	na-i	ke,DEM2in	DEMin	entonces	palabra	DEM2in	DEM1an	3-revisar-NPST	CONFIRM	cuantos	QP	2-palabra-POSS.1=PL	3.COP-INTER	QUOT,"esas son las palabras, eso es lo que está buscando ella, cuantas son las palabras de ustedes",,,pro	pro	ptc	n	pro	pro	v	ptc	interr	interr	n	ptc	v.i.a	ptc	…,caceresDByekwana,,part,
convchur-043,mak,"eetö niñön'a'de mödö tütadawaajuijüdü yawö, mödö niñömjö'aadüje mmm, konñadö menejö'akennüje yawö",eetö	n-nömö-a-'de	mödö	t-tadawaaju-i-'jüdü	yaawö	mödö	n-nömö-jötü-a=:düje	mmm	koiñadö	m-ene-jötü-akene=:düje	yaawö,aquí	3-dejar-NPST-FUT	DEM2in	3.REFL-trabajo-POSS.2-PAS.POS	entonces	DEM2in	3/3-dejar-ITER-NPST=COMPAR	mmm	ayer	2-ver-ITER-PDI=COMPAR	entonces,"aquí dejará su trabajo hecho, como lo que entregó, como lo revisaron ayer",,,deict	v	pro	n	ptc	pro	pers-v.t-TAM-suf.v=ptc	interj	ad	pers-v.t-TAM-TAM=ptc	ptc	…,caceresDByekwana,,np,
convchur-056,mak,"ayenuduke jeene meneadenña yawö, ekammajötüdü yeichaame tüwü",ay-önu-dü-ke	jeene	m-ene-a	de'a	yaawö	0-ekamma-jötü-dü	i-w-ei-taame	tüwü,2-ojo-POSS.1-INSTR	INTENS?	2-ver-NPST	también	entonces	3O-contar-ITER-NZR.1	3S-INTR-COP-aunque	3.SG,"ves con tus propios ojos, pero es igual la narración",,*tüwü* referring to ‘narration’,ad	ptc	pers-v.tr-suf.v	ptc	ptc	n	pers-pref.v-v.i.a-sub	pro	…,caceresDByekwana,,y,
convchur-060,mak,möönü wotunnö omjumma'da na tüwü yawö,möönü	wötunnö	an-jumma-'da	na	tüwü	yaawö,DEM3in	historia	NEG-querer-NEG	3.COP	3.SG	entonces,aquellos cuentos no los quiere,,,pro	n	adv	v.i.a	pro	ptc	…,caceresDByekwana,,np,
